symbol,tvlUsd,apy,pools,largest_pool_id,largest_pool_tvl,largest_pool_pct_of_tvl
WETH-CLUSTR,638610,0.0044847,1,4ed698b2-f601-4f2f-b547-8c9788c6b7ae,638610,100.0
WAETHLIDOWSTETH-WAETHLIDOWETH,638117,0.0402947,1,be6b542f-23fa-4a34-83c3-fc60dd7d8350,638117,100.0
FRAX-FXB-20241231,636303,2.3000180731506844e-06,2,d6cad09d-74be-4431-99a2-87d390efec50,318154,50.000392894580095
WSOL-PEPE,636023,0.3378944061771351,5,6c84068e-d2da-404f-9430-f8086d072d8b,398013,62.578397322109424
CADC-USDC,635525,0.04164905106140592,2,a180b117-b946-40f9-9058-02baf81ffb20,620999,97.71433067149208
USDC-MCADE,635199,0.17333013802855485,2,283a83a9-6d46-4125-99ce-7cb4bd66bb13,474572,74.71233424485871
SD-USDC,635185,0.1142544,1,c8862644-7d1c-4954-a6e8-6ef314d75604,635185,100.0
EPSBNBX-BNB,634477,0.012362,1,711f653f-7ac9-4394-b4be-6d17d218353e,634477,100.0
USDC.E-USDT.E,633872,0.19710990030021835,2,2ecbc6d3-5774-4390-b43c-35eedf98e469,612593,96.64301310043668
WETH-NCDT,631921,0.027298000000000003,1,95a1756d-d0f7-45c9-a21e-8c36b3ec7a0f,631921,100.0
TRG-WETH,631775,0.0009627925505124451,2,3703ccf3-951b-4527-b7aa-b171ae490988,471194,74.58256499544933
GRAIL-WETH,631688,0.10611399988855257,3,d354f3ac-31ad-45e8-9a27-8b8195c3b053,587889,93.06635554260964
WETH-OETH,631184,0.030615700000000003,1,c615ceb0-e2b9-4e8d-b82f-4ce149bbc9a1,631184,100.0
WBTC-IBBTC,631048,0.0044774143386873905,3,7c31336e-813a-4666-a51d-578992588cbc,321125,50.887571151481346
BNB-USDC,631045,0.17111161083900517,2,e71a0cb7-4f13-4b95-b144-19943935c2ec,405626,64.27845874699902
RIZO-WSOL,630493,0.1521,1,3b2ebd8b-66ab-4dcd-a9b4-e98a6188c8ce,630493,100.0
ANON-USDC,630315,0.5412299734737394,2,6fb91773-ad7a-4e38-b0b2-be52f8fbff20,597444,94.78498845815187
AGRS-WETH,629820,0.0,1,346f7a36-701c-4998-afdb-3a609bb77127,629820,100.0
WETH-JARVIS,629530,0.08175160000000001,1,5d032f14-eefa-4257-879c-2927bb5accb8,629530,100.0
GTAUSDC,628925,0.0300251,1,25c77668-5435-4ceb-aff5-26a1f10564cb,628925,100.0
WSOL-STNK,628778,0.22970000000000002,1,8213e8ac-65e1-4fdd-86e6-2e22461d4262,628778,100.0
K-WETH,627431,0.09505290000000001,1,a0bb30a4-289a-4ae5-a0dc-746c3b507c8e,627431,100.0
ICHI-IMX,627397,0.0,1,9fd1eb3d-cc00-4cdd-8d95-95361b3007f3,627397,100.0
WSOL-OIIAOIIA,627198,0.29059999999999997,1,2706e24c-0bc3-4ac3-afbb-357482862d4d,627198,100.0
CRVUSD-PUFETH,626845,0.0523808,1,8270f488-a898-43ac-a6eb-01ca64aa3015,626845,100.0
WSOL-DOGEAI,626626,0.0526,1,a5931743-f357-4dbc-8e53-6eb834d38a2c,626626,100.0
TBTC-SBTC,626372,0.0072763,1,8317028f-6f61-4fed-8400-abc22fb35a34,626372,100.0
WSOL-COGE,624978,0.646025450655863,7,38c7a822-3e17-42d1-9102-85ac2c4c3791,125119,20.019744695013266
WETH-DOGC,624857,0.025514899999999997,1,afe10985-1d71-48b3-a328-4c0e93e8ef4c,624857,100.0
USDT-WETH,624837,0.7768275134521483,9,a104d655-6f79-4563-aa10-3c879993cbee,219787,35.17509366442768
MTWCARROT,624633,2.3816318,1,c9bba641-6590-48de-830f-2e1f08f0e8c7,624633,100.0
WETH-MATH,623938,5.869179053046937e-05,2,b2c273b6-8aa3-46bf-a1e7-886a25172cd7,575550,92.2447422660585
USDC-HYUSD,622869,0.00043729999999999995,1,4f03516d-3a4a-43e4-b415-7f0cb3fc3b4e,622869,100.0
ARTMETIS-WMETIS,622413,0.0014138999999999998,1,310b02c4-e22e-48c1-b6fe-5616f34535b4,622413,100.0
DGNETH-ETH-,622059,0.1034977,1,7b932399-aa96-435b-822b-1227b8273901,622059,100.0
WSOL-CHAINSAW,620881,0.942,1,7aeacf3d-6ba3-4eb8-93ab-84c605a11ffc,620881,100.0
WETH-IMGN,620712,0.0845562,1,4f7d65a6-42f9-4084-a291-bcb6492d0044,620712,100.0
WZKCRO,620660,0.0032741,1,e6611219-1e6f-4904-91fd-9831eb6ff041,620660,100.0
ISLAND-WETH,620517,0.07448443547767426,2,6439ce9e-c735-4151-9770-d3b2e6b2a785,451702,72.79446010342988
EBC-USDT,620375,0.0,1,38a55a2a-64bc-4571-a6c7-8dcbae1c023a,620375,100.0
HAPPY-WSOL,620362,0.3592,1,16bb4bf6-e3ee-4aef-b34d-6ae00d19c4d1,620362,100.0
WETH-STTAO,620008,0.059891544764583686,3,00189708-e348-4bd0-a4a0-6a65561653ea,272368,43.929755745087164
GLMR,619974,0.034461467731227435,2,e6cd7f65-4b87-4c2e-aea3-e27edbfb0369,573729,92.54081622777728
B-CSUSDC-CSUSDL,619908,0.040242599999999996,1,ab976853-7f3a-44bf-b282-d03f8f627ec3,619908,100.0
WETH-RIO,619478,0.0,1,46a38137-3032-4b71-a32d-67ba05e4ea1b,619478,100.0
USDC-QUARTZ,619007,0.0,1,8c7ea228-d365-4a5b-83ff-6cd1938fb986,619007,100.0
SOL-WIF,618552,0.28941479999999997,1,b725a0c1-e766-42e9-af8c-927ece966d34,618552,100.0
BODEN-WSOL,617210,0.06309999999999999,1,e864d064-1fda-4038-966a-0bfbeaec06b1,617210,100.0
OPEN-WETH,616949,0.0,1,6ab4f0b7-2ad2-4b79-8430-a67f2ccb86bd,616949,100.0
WSOL-LLM,616030,0.2302,1,9eca9263-e7b3-498c-b8fb-05d91ac36e92,616030,100.0
SFRXETH-FRXETH,615694,0.018785300533544262,6,68a25e37-1907-4113-8666-830efb9afc12,165577,26.892742173872087
MOOBIFI-WETH,615594,0.054432799999999996,1,e8abf396-074c-4e5f-b641-201bcd2963d5,615594,100.0
WETH-MOLLY,615472,0.0020903,1,99606f8e-ffbc-4843-b403-67edd3b01c2f,615472,100.0
WETH-RLC,615459,0.0,1,2c13c98d-4c59-4eec-aaa8-75ac56b186a4,615459,100.0
KODINAV-WBERA,615051,1.0961130000000001,1,51eb3035-96c8-46f5-8a0d-0e0038cd41f4,615051,100.0
NXPC-WAVAX,614860,0.8063459000000001,1,b66f97b9-9745-464b-978e-e032c9c3c1f4,614860,100.0
WSOL-CPC,614800,0.5864734747885493,7,7b0fd48a-94b9-41b9-9573-51cab4f1b4ab,124808,20.300585556278463
WBTC-DAI,614363,0.0347889,1,6c3c8aca-ad80-45f5-89b6-ff54fd8c564c,614363,100.0
VVS-USDT,614246,0.027029142002715525,2,1bd80748-3e6d-4852-aac9-6a8c6b6bee10,480049,78.15256428206288
USDC-OSMO,613942,0.0004459258736167259,3,c6d9f0c0-c54b-4bfe-b3d3-097b3580f2e0,492275,80.1826556906027
WSOL-BUIDL,613666,0.8847447513794149,2,1f8d795e-ee42-4ca6-baa1-706e9105b900,537919,87.65664058298815
WETH-DEXE,612977,0.0014525,1,1bbc9526-56d5-403f-808a-53c8c3277d98,612977,100.0
USDC-USDT-DAI,611951,0.0,1,12d235e5-e7b2-49cc-a5a9-4d14926f6e92,611951,100.0
$SCRATCH-WETH,610058,0.00016299999999999998,1,43a95aff-52b5-435d-9838-95c92ebe5aae,610058,100.0
AXOL-SUI,609881,53.8747764,1,06def994-1869-4a21-8954-0ece31a2d711,609881,100.0
WSOL-GENIUS,608362,1.3324213995943204,5,286f84b0-1d74-498b-bd9e-09135745df92,176098,28.946252395777517
YVBOOST-WETH,608106,0.0,1,58129bee-0a87-462a-a61a-7cdb4da4b59c,608106,100.0
USDA-SUSDA,607895,0.0,1,3a61846f-306a-47fd-b4a9-3a7cb82e8004,607895,100.0
LAIKA-WETH,607865,0.0242415,1,2dd5314d-a6d5-4e61-af03-89c074c7cdea,607865,100.0
SDCAKE,607835,4.3e-06,1,9613c658-5ecc-4959-8491-b5fdde04de13,607835,100.0
DEVVE-WETH,607751,0.1253579,1,05413ca2-b676-4534-a9b7-f4c741424549,607751,100.0
CRVUSD-USD₮0,607453,0.07071,1,16f1e582-6b2e-47f9-b31b-06d090194931,607453,100.0
ETH-XETH,606468,0.19891149060527513,2,3f8d5d05-24a6-4cbd-ad08-a484a16d8b2e,323432,53.33043128409083
WSOL-XENO,606190,0.2332489597320972,3,0577d13e-b9f8-4134-bcf7-d1b2769d5ba7,292767,48.296243751958954
WETH.AXL,605864,0.0037180106943142358,2,5b577fce-1294-4ff5-982c-9b107991112f,490199,80.90908190617037
WSOL-DC,605566,0.36788169778356117,7,ba74957e-fa30-46a7-b9cb-d3aff9418528,181579,29.985005763203347
FAKEAI-WETH,605277,0.010863300000000001,1,561345da-f674-4b03-a972-f79026989b22,605277,100.0
KIBSHI-WETH,603731,0.060854700000000005,1,072f98e7-dcc6-4382-8004-71d297338690,603731,100.0
USDC-TSUKA,603159,0.009063900000000001,1,524d3acc-d669-46d6-8bfb-85b599f94324,603159,100.0
FLM-FUSD,602899,0.4478907,1,7b8bbcfe-ab4b-45ef-8179-f14e90f3dda5,602899,100.0
ETH-TOKE,601323,0.4859002629387202,2,fa530ebc-a11a-4e1e-84fb-7084fc42b4b3,301344,50.11349973308854
CETUS,600911,0.023710538557456928,2,0d4b1aed-3df6-4ca6-b674-7c9583b8b363,472953,78.70599805961282
WETH-SNX,600547,0.20443435400659732,2,4ab46de7-e10a-4728-b237-792886da4f01,575648,95.85394648545409
CVX-LPXCVX,600036,0.0,1,e57719a3-14b1-4004-8c36-667fca3d05a3,600036,100.0
BMP-WETH,599812,0.6465981999999999,1,adcb29d2-737b-4137-a46f-f3f362560238,599812,100.0
WSOL-WW,599338,0.38280865121183705,3,65832da4-1024-40c9-96c7-86c2402ee32e,205643,34.311690565257
PT-WOS-29MAY2025,599329,0.0,1,3b553fdf-6057-4b84-bf95-df803fa043a7,599329,100.0
WETH-RYU,599170,0.13235674853580787,2,b7b7b595-acf2-4bee-92aa-3a3b5acaa40d,563193,93.99552714588513
WETH-BRAIN,599062,7.823055042716781e-07,2,d9ebe90b-27ed-4806-8534-c14cd4539750,513853,85.77626355869677
EBET-WETH,598951,6.659999999999999e-05,1,b71be3a4-131b-4593-993a-3b54ad61700b,598951,100.0
WETH-DEXT,598558,0.0,1,c1f6005f-9d1d-4667-b435-f1ae668b6991,598558,100.0
VOLT-TITANX,597761,0.0,1,3b8b5a83-0bcc-480e-a6fd-8c0ad1f3399a,597761,100.0
USDT-SDAI-USDC,597412,0.04747766135531259,2,d5027252-ad85-4457-997c-445472d517ec,300120,50.23668757909115
WETH-DCAI,596968,2.928242,1,52313960-b547-49aa-97d5-9a3eeebe6d15,596968,100.0
DAI-DIGITS,596836,0.0634478,1,f58ff717-e34e-41f9-8ea6-5458da45b2db,596836,100.0
JUP,596561,0.0016421965230714042,2,c4a41937-f938-4f53-9827-4893187e6886,357617,59.946426266551114
WSOL-GRPH,596257,0.3646,1,b2593566-47b2-42ac-b49b-46364113fd66,596257,100.0
WETH-BYTE,595978,0.014876499999999999,1,2e1b9a7b-642b-45dd-8504-cb4a496aace4,595978,100.0
XAVA-WAVAX,595867,0.041144299999999995,1,136787e2-7902-4385-b2c9-2d26f3936ff3,595867,100.0
WETHPUFETH-WETH-PUFETH,595809,0.0636721,1,aaeb8d78-2191-46fc-b686-f57416bf80d0,595809,100.0
WSOL-LUIGI,595597,0.1525622394001313,2,36c21e83-644e-4458-a4eb-01de17b64269,460680,77.34760248960288
ALUSDSDOLA,595047,0.1505058,1,822fc421-3158-4b7c-b6b2-4e0b1952ecd4,595047,100.0
CRVUSD-CJPY,594591,0.25747044374385086,2,583ef558-d334-4ac3-9be0-bb0e5ed64a25,300027,50.45939141359354
WSOL-AGIXT,594441,0.08839999999999999,1,9651e8a4-228c-4a29-a7a4-ad050236f7c9,594441,100.0
WSOL-FAT,593616,0.8489062781326648,2,ca268346-f7bf-4ac8-9ddd-d4e624e7bf6c,559900,94.32023395595806
DUSD-DFI,593421,0.0279737,1,74ab9394-5d6d-41a6-955e-b246ecc8dede,593421,100.0
USDT-EYWA,591676,0.811623242037196,3,dc9689a3-3a36-4ccf-9561-2b57dc74dfd5,288962,48.83787748700302
USDC-KLIMA,591085,0.04152708113587725,3,2a23f59c-e9d9-459f-abec-9cbf5a4da702,372269,62.98062038454706
WSOL-UWU,591061,0.0209,1,c949b649-8857-456f-a4a3-4e19329b3600,591061,100.0
BNSOL-SOL,590891,0.0012364,1,2af1f5e4-cf71-41e9-8bf6-7406ca4689ad,590891,100.0
SUI-FLX,590848,0.015406719759396661,2,2c330bc2-fc75-440f-9d21-92885b7e98bb,577646,97.76558438041594
USDT-TEVI,590741,6e-07,1,c3415076-bf18-4a2b-830c-7425d36a4465,590741,100.0
WSOL-DEEPSEEK,590024,0.2346416411874771,4,a1c8f93b-0299-4dd5-8800-92412ac1b69c,189666,32.145472048594634
CRVUSD-OP-CRV,589628,0.39513428691242614,2,288fb947-2d71-469b-b05a-63ed8a51c262,557180,94.4968692124526
MOEW-WETH,587463,0.0704943,1,0f171171-9a7d-40ae-aad8-b27f038f6a53,587463,100.0
ETH-CLEV,587375,0.31832090086145987,2,f525ce6d-93e9-4e84-a620-5f631603e8f0,489286,83.30044690359651
WOLF-WSOL,587149,0.0304,1,c5fa4d15-6901-44ef-b524-1bf7f49d4113,587149,100.0
PIKA-WETH,587069,0.003994599999999999,1,f34fc9c8-12ac-47ed-bced-ce008816572a,587069,100.0
GNUS-WETH,586787,0.001031049778028484,2,daed7bd0-e064-42fb-8b06-67ae68d28454,409900,69.85498997080713
AIT-WETH,586689,0.0109909,1,a7c43344-70db-45d7-a1fb-342375e9cdf1,586689,100.0
BABYPEPE-WETH,586544,0.018772406406339506,2,9020e69e-cbf4-40e5-9469-1d36c107c2b8,326081,55.593612755394304
ADX-WETH,585906,0.0,1,b6aecbed-ef29-4ebf-942c-ae625a6a89c6,585906,100.0
WHETH-USDC,585839,0.2117596,1,26536872-0af7-423c-9ff5-91c410d2d49c,585839,100.0
OKLAY,585830,0.035923,1,eb6961aa-7470-47fc-8b94-228d7f7fea9a,585830,100.0
USX-USDC,585613,0.0004063,1,cde11c85-ff13-4127-8c9c-0edf56e5d834,585613,100.0
WSOL-BERD,585029,0.5137747636441955,5,310d10fa-5c2b-41a0-bd78-8f0773d45446,152577,26.080245594662827
WETH-WEPE,584729,0.0444954,1,c35362a7-3ac8-400b-8799-18a72dfcb786,584729,100.0
WSOL-FORG,584115,1.166773556748243,5,815064eb-a12c-4e2e-aa23-eb26d6c61a5d,151589,25.951910154678444
TEM-WBNB,582883,0.0007170000000000001,1,951f914a-7945-46eb-b248-fc2f94d064a4,582883,100.0
SOSO-USDC,582729,0.024497099999999997,1,37b16458-9fa9-4a35-8e8b-e232013cac6a,582729,100.0
STEAKEURA,582348,0.008146299999999999,1,40f35944-f89d-442b-9659-3c25d2002581,582348,100.0
WETH-WSOL,581056,0.061500000000000006,1,a6288d01-94f4-4eae-be40-846729cc8210,581056,100.0
WETH-FROGE,580898,0.08955790000000001,1,0bf2d2cc-62e4-44ba-84e7-9a420fafc712,580898,100.0
3USD,580804,0.3645564,1,2ea21b97-d104-4ded-a671-76d46d0f6ea4,580804,100.0
LUSD-USDC,579633,0.014028925418152522,4,de91ccee-cb64-43be-b1d8-124f79ef62a0,292283,50.42552787712224
CGPT-USDT,579447,0.1257948,1,d90d5a68-5d42-4d09-90f1-3b9c7a187df0,579447,100.0
SUSD-WETH,578110,0.010075581042535158,2,95c05804-c6ce-4579-8f47-849eade9283f,331281,57.304146269741054
CVX1-CVGCVX,577507,0.31446696520561657,3,e8bff932-3b6e-4b76-ba95-692380b5b0df,219105,37.939799863897754
WSOL-SELFIE,577455,0.07809999999999999,1,f71498d7-998e-4ebf-912b-7dc28c38fdc6,577455,100.0
UNKNOWN-WETH,577397,0.0,1,3f76871b-b2cf-484f-ac48-fe7d8f26a2f5,577397,100.0
SPACEPI-WETH,577155,4.959999999999999e-05,1,7b504882-3214-4258-ac0c-aacd8aeb1292,577155,100.0
YUSD-OLD,577026,0.0,1,5cdc7890-251a-4a72-8d5a-d8af86f858d2,577026,100.0
GEL-WETH,576756,0.0003524762265151988,3,c0d2e590-fb7e-43b7-88d0-ec04f0228c1e,454327,78.77282594372663
WETH-KLIMA,576688,0.2833718939072774,2,c50a015f-7a00-4f07-ba65-249fdf8d89ba,563368,97.6902588574758
BSOL-MSOL,575066,0.0075900050331614115,2,14f7b33e-15ce-4eef-9f82-dfe53b4503a0,344055,59.82878486991059
USDC-TAROT,575005,0.43499909999999997,1,1f6ca255-d8b4-4c72-b71a-2cf4933f1ff6,575005,100.0
FLT-WETH,574644,0.027089000000000002,1,8cab897a-c4c6-47b3-bc0a-04da8c0b403b,574644,100.0
WSOL-SKBDI,574535,0.18181262760319217,2,9d5080d5-0645-4b60-956f-16d06dc897a0,487440,84.84078428642293
WETH-SYRUP,574235,0.32155,1,290f39c8-c185-496a-afb3-5d6ad2a76c45,574235,100.0
YSUSDC-PT-YSUSDC@31-7-2025,574104,0.0,1,36bf86db-aeeb-46d0-9b71-d265172b113d,574104,100.0
MCLB-BRUSH,573996,0.0,1,da376185-d74f-44bb-a1cb-a7511c81c915,573996,100.0
UNIT-WETH,573063,0.008323500000000001,1,4449ef3d-09f7-406a-af84-c468ba2015c6,573063,100.0
USDCRWA,572726,0.0,1,ab12cc0f-4296-488e-9ad9-4014d1fadf13,572726,100.0
RIZ-USDC,572434,0.3282489903901585,2,68254dcd-73d1-4efe-b60e-7fbb00854e24,287133,50.16001844754155
WHALE-WETH,572048,0.0,2,0b043d89-8235-43e5-9ddd-da475b6f4f01,533862,93.32468604033228
USUALX-USUAL,571480,0.0,1,c97f625a-8191-41fb-ad4a-2d7fc508a0f7,571480,100.0
WSOL-RFK,571137,1.0948,1,d1a8e577-3c29-4d5c-baf5-03a850290cd7,571137,100.0
USDC-CRV,571111,0.22908436780380698,2,ea65b711-b479-46f0-9ddf-7a751d9b3108,544624,95.36219754128356
CRVGEARETH-F,570895,0.1823686,1,b2b55e4c-df04-4278-a272-cc69842f8c9c,570895,100.0
WSOL-1%,570765,0.12667401452436644,5,279bba90-4393-4023-a41a-34fdb19fd857,146722,25.706201326290156
APU-PEPE-SPX,569691,0.0812322,1,e412ec91-0453-4566-8dc7-33a744e1714b,569691,100.0
WSOL-BARSIK,568991,0.3368,1,718ed37d-7a6d-4e9a-ad32-cbd89398064c,568991,100.0
HOLD-WETH,568298,0.2911488,1,1e68bd70-f55e-430e-bf0b-fe152bdef1e8,568298,100.0
MPH-WETH,568275,0.0,3,211884e9-50ff-4f73-92aa-4bc5ec12f6a4,356519,62.73705512295984
QDFI-USDT,568181,0.0,1,c732a114-44f1-4c8a-b22c-e397a99ac0c0,568181,100.0
MEEB-WETH,567793,0.0,1,89ee04fe-d9f5-4966-8e7d-734c5436e876,567793,100.0
CHEX-USDC,567610,0.05950939010658726,2,bd60974c-8ee2-4904-960d-b435c2d3a23c,543026,95.66885713782351
SUIUSDT-SUI,567080,0.0453679,1,4abaddc1-3507-4151-a512-494034106f85,567080,100.0
WETH-RNG,564889,0.0,1,fe449b5c-b996-40ea-84f9-9e1f625a8979,564889,100.0
MAGIC-WETH,564621,0.36068949491676716,5,5f98842f-72cb-4579-807f-403ca2dfb993,395469,70.04149686249714
IBALPACA,564520,0.0,1,ed5e73c9-3730-4a0a-8220-bc92842fe2e7,564520,100.0
AERO-USDBC,562864,0.26703428443709315,3,bb39a3e4-2456-4b64-8bad-91eacf8b799b,479209,85.13761761278035
USDC-GLMZ,562757,0.3902513918256015,2,d80f558f-e30f-440b-9ebe-1bb9a4213c17,375251,66.68082316168436
AMAPT,562242,0.0043302,1,b7cab092-4d02-45e8-86f8-28036afe4cfb,562242,100.0
LINK-SDL,561940,0.0429361,1,6a276d5c-349b-4fc0-a501-c56f9127c87f,561940,100.0
WSOL-MOG,561835,0.4784,1,d029e4b4-9861-4ac5-9b55-4185e05c2b02,561835,100.0
WSOL-DIS,561799,0.4440781688824651,5,10e349f6-c4ca-4bd6-9ac1-8405ea421f4d,206813,36.81263227595635
MRF-WETH,561703,0.0,1,59859e12-07e7-485c-bda6-582f95c28896,561703,100.0
WETH-HEU,561541,0.9987890177121528,2,e5bc63c1-771a-4b75-a8a2-3425ba4df23b,498018,88.68773606913831
WBTC-XSOLVBTC,561333,0.0019492999999999997,1,16a195e9-f376-4941-a54f-df6007465791,561333,100.0
ATR-USDC,561114,0.0438,1,59acff14-ed3d-4661-9e90-5c64b81106c6,561114,100.0
GEOD-USDC,560499,0.021631756437032,2,a02cd4c1-d31d-4a3b-811a-7f2f13d5e365,455196,81.21263374243308
BES,560432,0.0024142,1,f6489b5b-ce61-4664-8094-69c3230f1a82,560432,100.0
SEN-WETH,560385,0.0391791,1,69c22c6d-c3a1-40d5-a3bc-19633b5b7be4,560385,100.0
CRVUSD-SCRVUSD,559062,0.11517384023310473,2,92ded3b8-3c03-4e84-85db-5424f68c59ac,330709,59.154261960211926
GHOUSR-GAUGE,558769,0.1071149,1,c81e8b81-c94f-4e79-aa12-8790d9a94f4d,558769,100.0
WSOL-XBG,557619,0.06860000000000001,1,67057e3a-fbb0-440e-ac40-88e167caf3db,557619,100.0
WSOL-XNPCS,556859,0.3148,1,e4f5ef9f-ca1e-41e8-b669-1a490247631b,556859,100.0
STSOL-USDC,556414,0.6881236305409281,2,7a82f91e-2f28-4b3a-af08-4d553721dd51,466311,83.80648222366798
XCORN,556252,0.0862460477213565,2,95aafd02-1572-4e35-9f85-15226750e0b9,545755,98.11290566146279
WETH-GOS,555616,0.0,1,310b2e55-6b2c-4e72-92ec-84f282fddd1e,555616,100.0
LINK-USDT,555184,0.3253578556601055,4,edf39882-a615-4931-83d3-7acfddfebd43,348679,62.80422346465316
MOCA-USDC,555175,2.5051613,1,7bf53b91-1ca0-4b56-8c25-276627c4e208,555175,100.0
WSOL-HAT,554606,0.1668,1,ea361412-6663-4157-9d22-1b3e239f612b,554606,100.0
HAN-WBTC,553512,0.011065600000000002,1,59a6ad92-662b-4030-9fc8-f75204773ffa,553512,100.0
BALL-WETH,553452,0.01824,1,f8c2e3d4-554e-45e2-84f1-db9e43fef598,553452,100.0
USDC-USDX,552272,0.006226799999999999,1,258387a6-2189-474b-869e-b90743226db8,552272,100.0
BOSMO-OSMO,551996,0.0,1,1540a7c6-dd35-4b87-89d1-15617d000147,551996,100.0
VLT-WETH,551483,0.0,1,408c545b-ea02-44a8-a16c-451b94949e10,551483,100.0
WETH-LUFFY,551404,0.0,1,926a4bba-9d1c-43b2-b27a-3c940f348a58,551404,100.0
ORBT-WSOL,551263,0.0877,1,c741d241-d42c-4b5e-a7a1-d6956ab8df2b,551263,100.0
AMPOSMO-OSMO,551022,0.0,1,d02e25d8-49b2-4cc3-bdd7-abed00e99c63,551022,100.0
ETHFI-WETH,550489,0.2697296231030956,4,127c022f-93bd-4902-ba13-a6015418e5ca,291070,52.87480767099797
YIELD-WETH,550467,0.028945099999999998,1,d2694553-32ab-44ef-8384-e9569bd39ee2,550467,100.0
USR-PT-USR@17-6-2025,550458,0.0,1,2e18a693-2010-4605-a49d-02d4b36c117c,550458,100.0
WETH-LANLAN,550366,3.3187155,1,e6e6c47d-ddcc-4a60-9e00-5ebd09e30bc2,550366,100.0
WETH-MIND,549437,0.0,4,ba3acc35-1ad2-472b-99ce-63216e32b236,352731,64.1986251380959
PROPC-USDT,549405,0.015473900000000002,1,2052b4b0-daaa-4af5-a9cd-53e626cde8ee,549405,100.0
WSOL-IMG,548891,0.1459,1,b906fe46-e461-4343-aa7c-c7da3834ea45,548891,100.0
FUSDT,548433,0.055277446779643094,6,4bc6a0fe-e235-4f38-97d4-3c91896fd7d9,231162,42.14954242359595
ADA-RJV,547981,0.37460000000000004,1,19d78bd0-24ab-410b-856d-b87948038846,547981,100.0
FLUND,547759,1.9761382,1,c4de8f84-608c-4325-a0a1-ba6a007d1fba,547759,100.0
GNS-WETH,547545,0.07638919486854961,2,f413a14f-e487-4325-8c88-3f3665e71606,450964,82.36108447707494
PENDLE,546222,0.0005006313828443381,2,f145cd57-0d4b-4a19-a132-f53d9d5d994c,287396,52.61523702816804
WSOL-BLINKY,545751,0.6690000000000002,1,3935aeab-9ecd-43ce-90d7-13e5c996bf26,545751,100.0
XRICE,545475,0.0647427,1,bac186b7-319d-453e-93d4-fe93aa3c59eb,545475,100.0
GROW-WETH,545337,0.0,1,b515211a-bc92-4714-8748-83e63d86ffde,545337,100.0
IDOGE-ICP,544514,1.21e-05,1,da53c718-8a7a-4a1e-aebb-55b2eb7db875,544514,100.0
APEUSD-DAI,544318,7.04e-05,1,09da361f-c18d-424f-b43f-b91c977d5e7f,544318,100.0
SMILEY-WETH,544181,0.0059096,1,0c0c96c3-f1c0-48d9-90f8-aaf6dd545562,544181,100.0
CORAL-WSOL,543239,0.2824,1,1a8861aa-cea1-4db6-bcef-0d5829a81cbe,543239,100.0
XBG-BORG,543004,0.0246,1,7b0b84dc-d49e-4cf8-8dbb-55a6a694d397,543004,100.0
GLM-WETH,542978,4.551447112037689e-05,2,fc456fce-6f88-4b9f-88ff-38b49d87e072,281461,51.836538496955676
XAI-WETH,542885,0.21719253121010892,4,5dd37444-147f-4364-a6bb-b416754362b7,327829,60.38645385302597
EXMWETH,542137,0.025859299999999995,1,b878fca2-6a63-4e14-97d0-249c4a066bf2,542137,100.0
WETH-KNS,541473,8.27e-05,1,3f3a4a11-f3b1-4a2d-a2e4-f34ef792aa91,541473,100.0
WSOL-BTRUMP,540272,4.840359722880327,2,cb7d2c17-b546-4a87-a587-6b80baae1811,470155,87.02190748363788
PRIME-WAVAX,540240,3.0500000000000006e-05,1,04dc9726-c356-4ff7-95eb-81595c9d7774,540240,100.0
WSOL-WIZO,540025,0.24634658932456832,4,55438c2e-bf7a-451e-93ae-4b8085faa914,153899,28.498495440025923
PAI-WETH,539956,0.041950900000000006,1,6a4926d2-1fa6-4c41-9b32-4e9c42228afc,539956,100.0
WS-SHEEP,539826,8.19e-05,1,8e5ce12b-a3d7-4025-8552-58258122c495,539826,100.0
WSOL-CRLA500,539388,0.5454605234080107,4,c5cd00cb-95b8-4d64-b5f1-980626d95108,184302,34.16872455449509
SOON-WETH,539301,1.3260427623167768,2,0a76138a-18eb-4826-b59e-effd777b7469,306018,56.743451245222985
PENG-WSOL,539225,0.0552,1,c57c6ba9-5733-4829-bac5-89b3a1edce26,539225,100.0
KSOLBSOLORCA,539037,0.0,1,4d3b74b0-1a30-4ad4-9f9f-478f0f3ef3fe,539037,100.0
WSOL-LUX,538864,0.3312,1,e5fdb96d-221d-4ea4-831d-06916a6b4d8a,538864,100.0
MAD-WSOL,538731,0.1533,1,c41112b0-d378-4d25-8350-8feea0d59ffd,538731,100.0
RWEETH-WEETH,538325,0.0,1,a659101c-ae3b-44b0-9a4d-9653d666c1ec,538325,100.0
SWITCH-TON,537728,6.947954200000001,1,db2758c2-46f6-42ae-8a50-761a26be1df5,537728,100.0
USDC-ZARP,537456,0.014851122655622042,3,3d1deef6-9532-47ea-bbc8-f0df018ffed0,306565,57.040018159626094
WETH-SERV,537155,0.5271294999999999,1,188874f4-9ebe-487d-b5d3-e3a3a256a405,537155,100.0
BTC2.0-WETH,537144,0.00032800000000000006,1,4ac75fa7-a7ee-48a1-a5a1-cf8ff9dd0c02,537144,100.0
USOL-CBBTC,536558,0.1586844,1,7d737bc1-2fd9-4035-ab97-37271e97c54d,536558,100.0
